text,pro,anti,New_Pro,New_Anti
"4.39 million people in different parts of the world got a COVID-19 vaccination shot yesterday.
Total now is 90.8 million doses.
In 62 countries.

Australia nil.

https://t.co/5i0zqd4LjH  #farqueue",0,0,0,0
"NEW: #Ottawa has 12 new deaths and 67 new confirmed cases of #COVID19 today.

Death toll now at 71.
Total confirmed cases now at 1,221.

NOTE: Models suggests thousands of cases in our region.

#ottnews",0,0,0,0
"Dear UK government 
@GOVUK 
@BorisJohnson 

Why haven’t @BylineTimes been given an invite to attend the daily press briefings on #coronavirus?

Please retweet if you think Britain’s fastest growing newspaper, Byline Times should be invited to the daily government press briefings.",0,0,0,0
"City of #Markham creates PPE and medical equipment to help health care heroes fight #COVID19.

Read: https://t.co/pJdoR6t9Uc https://t.co/a7Aq1zcsHC",0,0,0,0
"Also clear that us living here in New Zealand have no real idea what it must be like to be living with COVID running rampant all around, with so many people dying a preventable death every single day.",0,0,0,0
S-| ... by coronavirus - in second suspected suicide linked to lockdown in UK ... We need people to know Kian wasn… https://t.co/xFPv7Tcy7h,0,0,0,0
UK park visits increased last weekend despite Covid-19 lockdown https://t.co/kKxajakWCe,0,0,0,0
@_pequenalo KKKKKKKKK,0,0,0,0
"Daniel Hannan: ""Just a heavy cold, not going to kill you.""
Ann Widdecombe: ""Not as devastating as feared.""
Tim Martin: ""Hardly any transmission in pubs.""
Peter Hitchens: ""Shutting down UK really the right answer?""
Stanley Johnson: ""Of course I'll go to a pub.""

Well.

#COVID19 https://t.co/saJWqk97LU",0,0,0,0
"We must accept that the virus SARS-CoV-2 will be with us for years. When we finally manage to control the pandemic, we will still see a long period where the virus is endemic (widespread) in both UK and global society. Ignoring the pandemic won’t make it go away. 9/10",0,0,0,0
"The UK Government's COVID-19 Recovery Plan Report 'Our Plan to Rebuild' released today will not ensure the suppression of the epidemic. Find, test, trace and isolate is crucial to success. Yet four months on, the government plans remain misguided and over-centralised.(2)",0,0,0,0
"Have you entered the Púca Festival competition yet ?? 

Find out more 👉 https://t.co/OGo9Kk9Lai

#púcacompetition #homeofhalloween #púcafestival #Ireland #staysafe 

@DiscoverBoyneV @ancienteastIRL https://t.co/b0u1GZptym",0,0,0,0
"East Kilbride, Glasgow - 1 Bed Flat, Three Rivers Walk, G75 - To Rent Now for £475.00 p/m https://t.co/VBzVyFBeoO 

#professionals #business #love #marketing #superman #entrepreneur #clarkkent #leadership #favcouple #covid #management #thomsonwylde #happiness",0,0,0,0
"Here are the latest COVID-19 data for Alberta:

• 851 new cases detected yesterday (860 net w/adjustments to past days) 
• More than 10,000 active cases now
• 264 people in hospital incl. 57 in ICU.
• 20 more people have died. 427 total.

Data context: https://t.co/3dbTqmIhqU https://t.co/n2GMT8cicS",0,0,0,0
"Big thanks @bbcnewcastle for inviting us on now about #quitforcovid #dontwait with @ASH_LDN
Sharing insight from NE. Highest quitting of any UK region during #COVID19  big thanks to @ADPHNE @NENC_ICS for supporting campaign and all the SSS. 
Let's keep up momentum into the winter",0,0,0,0
Need a tattoo artist to start this sleeve off for me 🥴,0,0,0,0
Supply delays could threaten start of Australia's Covid vaccine rollout https://t.co/h7krQmDLBj,0,0,0,0
"And I still think this is right... there will be some bumps (including uncertainty over Xmas and problems with rollout of #CovidVaccine), but big picture should look very different within a few months 🤞

PS. likely UK-EU trade deal will help too (no #NoDealBrexit) https://t.co/P6imoIAhYp",0,0,0,0
Second COVID-19 case at Prince George's Gateway Lodge prompts another 'precautionary' outbreak https://t.co/dvqHYhVlbC #CityofPG https://t.co/aryRGgV9An,0,0,0,0
"This is very normal in schools across England.
There is little social distancing in schools. Only staff, who are told they must remain 2m away so that we cannot be told to self isolate under test and trace when the inevitable cases arise.

Government need to be honest! https://t.co/igyGzAbKhV",0,0,0,0
This is the reality of so many of our families--those with autism &amp; those with other disabilities. Wondering if anyone from the QP Press corps wants to pick up this story from an Ontario angle? @CityCynthia @Travisdhanraj @ColinDMello @snehduggal @CBCQueensPark @allisonjones_cp https://t.co/QVJHQXA4VB,0,0,0,0
What should we do with 1 billion hours of time? Australia's COVID-19 opportunity: https://t.co/WwDkhoz7VA @UTS @ConversationEDU #COVID19 #coronavirus #ausecon #auspol https://t.co/XUTBvuC55h,0,0,0,0
"Official figures show the UK has recorded a further 12,872 daily cases of COVID-19 which is nearly double yesterday's 6,968 cases, with the government saying the rise is partly due to a technical issue which led to an under reporting of figures this week",0,0,0,0
"The right wing media are miserable whinging fools ..Times are now changing.. They have been caught out wrong recently with so many events...Wrong with climate change. Wrong with Trump. Dan Andrews, the pandemic, Qld election. Murdoch is now in damage control. I'm happy. #auspol",0,0,0,0
"Woke up to an eviction notice. Have til March 4.
How am I, a blind trans woman, going to find a safe place in the Greater Toronto Area in 2 months? In the winter? In a pandemic?
Please help any way you can
PayPal: https://t.co/BCLtbNBUt4
Interac eTransfer: yasmindiapoly@gmail.com https://t.co/wbEknvyw2r",0,0,0,0
"A special message on coping through the holidays in 2020 with Covid-19 restrictions. Brought to you by The Lung Association, Alberta &amp; NWT. https://t.co/Y3mV2lgXhS",0,0,0,0
"“You must not meet socially in groups of more than six. And if you do, you will be breaking the law.”

Prime Minister Boris Johnson has announced the new ‘rule of six’ #COVID19 restrictions to be enforced from Monday in England.

More on this story: https://t.co/B5kY2XcbdW https://t.co/BAxYd68vyR",0,0,0,0
"BREAKING: Province considers declaring #Ottawa, other regions, as #COVID19 ""red zones"" with more restrictions:

https://t.co/DIi12Fqfz2 #ottnews #onpoli",0,0,0,0
"@Goodnew51123853 מי שאוהב אותי עכשיו, יאהב אותי גם כשאהיה לטאה",0,0,0,0
"The value of social science and administrative data research in Scotland: how we are helping respond to COVID-19.
https://t.co/6OnOe0mhyD
#covid19 #admindata #socialscience  #DataDrivenChange https://t.co/EXGvuii0qc",0,0,0,0
"Morrison said 4 million vaccines by the end of March. It’s the end of March and 600,000 vaccinations, or about 15% of Morrison’s announcements. A government running on one cylinder, if that. Could have avoided the Brisbane cluster, if only we had a competent government. #auspol",0,0,0,0
Over 90 COVID-19 related deaths recorded in Lancashire in one week https://t.co/4fLukLowUj,0,0,0,0
"Two new cases of COVID-19 in the Illawarra, second exposed venue named https://t.co/6jcUFxBwAS",0,0,0,0
"Chief scientist says UK will need to look at #vaccine dosing “very carefully” after @SkyNews revealed that real-world data from Israel’s vaccination programme suggested immunity after one dose may be much less than clinical trials had suggested

https://t.co/O51G50OYW4",0,0,0,0
"Just going to pop this here...
-If you live in the UK 
🦠Your unadjusted chances of having died from Coronavirus over the last year is roughly 1 in a thousand.

🦠If you catch coronavirus, your unadjusted chances of dying is roughly 1 in 300.

...",0,0,0,0
"""If there is a compelling case, on public health grounds, for using a vaccine before it is given a product licence, given the nature of the threat we face, the JCVI may take the very unusual step of advising the UK government to use a tested, unlicensed vaccine against COVID-19""",0,0,0,0
"As of 9am 7 April, 266,694 tests have concluded, with 14,006 tests on 6 April.
 
213,181 people have been tested of which 55,242 tested positive.

As of 5pm on 6 April, of those hospitalised in the UK who tested positive for coronavirus, 6,159 have sadly died. https://t.co/MB1ckbNjm7",0,0,0,0
"The more I think about it the more I’m utterly disgusted at the way the SNP have put in place an arrogant, hubristic media management campaign aimed at convincing the people of Scotland @NicolaSturgeon has done a good job of tackling Covid-19. https://t.co/apopiNxQo8",0,0,0,0
The Protect Scotland app from NHS Scotland’s Test and Protect is a free mobile phone app designed to help us protect each other and reduce the spread of COVID-19. It's available for download now- read more here: https://t.co/TXrLYvodtc https://t.co/TckdlZ3H4A,0,0,0,0
"How many ways can I explain this. Sticking a kit in the post to someone IS NOT a test that has been “carried out”

BBC still running headline 

“UK carried out 122K coronavirus tests on last day of April, passing government's target”

40k are in the post! https://t.co/rb8g91UmPp",0,0,0,0
"#Ontario #COVID19 slides - ICU capacity with current available &amp; known expansion capacity - best &amp; worse case scenario. Hope for the best, prepare for the worst!

#COVID19Ontario #COVID2019 #covid19Canada https://t.co/73Cic05upn",0,0,0,0
"About 80% of UK food imports come from the EU, and imports from the bloc are also crucial to supply chains in the fashion and homeware sectors, the BRC noted.",0,0,0,0
I wrote the 1997 Labour manifesto which created DFID.  I have seen the good it has done around the world &amp; for Britain and its influence.  Please let’s not throw away the good ideas (and good people) who made it tick.   They are needed NOW to fight COVID. https://t.co/KQAHvfZmSt,0,0,0,0
"We need details about @RishiSunak proposed #freeports which I believe they intend to be #chartercities - if its cities granted special jurisdiction to create new governance systems - a form of neoliberalism on ‘viagra’ we should be very concerned  
https://t.co/I1sRBLkEBB",0,0,0,0
"+UPDATE+

Family of NHS consultant who treated many people people suffering with Coronavirus and who then himself contracted the virus...

...to be forcibly removed from Britain. 

https://t.co/mbKFzvwmvN",0,0,0,0
"BREAKING: More than 100,000 people in the UK have died within 28 days of testing positive for coronavirus since the pandemic began",0,0,0,0
"@ActualidadRT's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland, United Kingdom in response to a legal demand. Learn more.",0,0,0,0
"COVID-19 restrictions to be eased in Toronto and Peel on Wednesday for restaurants, hair salons https://t.co/fUXop9oDuo",0,0,0,0
やっと100万とかもうこれ無理よ,0,0,0,0
A third of all adults in the UK have received at least one Covid vaccine dose.,0,0,0,0
"Salgının büyük yıkım yarattığı İngiltere'de dikkat çeken rapor
İngiltere hükümetine bir yıl önce pandemi uyarısı yapıldığı ortaya çıktı
https://t.co/1Oxrlc1BzN https://t.co/O0qmXsgBWX",0,0,0,0
